Calf_ID, Strain, Day, Replicate, Plate_count, Broth_Enrichment
EnvC2, C, 6, 2, 19000, NA
EnvC2, C, 6, 3, 22000, NA
EnvC2, C, 7, 1, 22000, NA
EnvC2, C, 7, 2, 23000, NA
EnvC2, C, 7, 3, 22000, NA
EnvC2, C, 8, 1, 23000, NA
EnvC2, C, 8, 2, 29000, NA
EnvC2, C, 8, 3, 43000, NA
EnvC2, C, 9, 1, 18000, NA
EnvC2, C, 9, 2, 37000, NA
EnvC2, C, 9, 3, 42000, NA
EnvC2, C, 10, 1, 44000, NA
EnvC2, C, 10, 2, 33000, NA
EnvC2, C, 10, 3, 38000, NA
EnvC2, C, 11, 1, 44000, NA
EnvC2, C, 11, 2, 25000, NA
EnvC2, C, 11, 3, 44000, NA
EnvC2, C, 12, 1, 37000, NA
EnvC2, C, 12, 2, 42000, NA
EnvC2, C, 12, 3, 47000, NA
EnvC2, C, 13, 1, 10000, NA
EnvC2, C, 13, 2, 20000, NA
EnvC2, C, 13, 3, 17000, NA
EnvC2, C, 15, 1, 48000, NA
EnvC2, C, 15, 2, 49000, NA
EnvC2, C, 15, 3, 36000, NA
EnvC2, C, 16, 1, 95000, NA
EnvC2, C, 16, 2, 115000, NA
EnvC2, C, 16, 3, 84000, NA
EnvC2, C, 17, 1, 540000, NA
EnvC2, C, 17, 2, 560000, NA
EnvC2, C, 17, 3, 510000, NA
EnvC2, C, 18, 1, 30000, NA
EnvC2, C, 18, 2, 100000, NA
EnvC2, C, 18, 3, 40000, NA
c31, C, 0, 1, 0, NA
c31, C, 0, 2, 0, NA
c31, C, 0, 3, 0, NA
c31, C, 1, 1, 0, 0
c31, C, 1, 2, 0, 0
c31, C, 1, 3, 0, 0
c31, C, 2, 1, 0, 0
c31, C, 2, 2, 0, 0
c31, C, 2, 3, 0, 0
c31, C, 3, 1, 100, NA
c31, C, 3, 2, 0, NA
c31, C, 3, 3, 0, NA
c31, C, 4, 1, 100, NA
c31, C, 4, 2, 0, NA
c31, C, 4, 3, 200, NA
c31, C, 5, 1, 2300, NA
c31, C, 5, 2, 2700, NA
c31, C, 5, 3, 2200, NA
c31, C, 6, 1, 180000, NA
c31, C, 6, 2, 242400, NA
c31, C, 6, 3, 208400, NA
c31, C, 7, 1, 1640000, NA
c31, C, 7, 2, 1010000, NA
c31, C, 7, 3, 1330000, NA
c31, C, 8, 1, 800000, NA
c31, C, 8, 2, 1100000, NA
c31, C, 8, 3, 400000, NA
c31, C, 9, 1, 10000, NA
c31, C, 9, 2, 10000, NA
c31, C, 9, 3, 10000, NA
c31, C, 10, 1, 0, NA
c31, C, 10, 2, 0, NA
c31, C, 10, 3, 2000, NA
c31, C, 11, 1, 700, NA
c31, C, 11, 2, 700, NA
c31, C, 11, 3, 400, NA
c31, C, 12, 1, 200, NA
c31, C, 12, 2, 400, NA
c31, C, 12, 3, 500, NA
c31, C, 13, 1, 200, NA
c31, C, 13, 2, 100, NA
c31, C, 13, 3, 200, NA
c31, C, 15, 1, 100, NA
c31, C, 15, 2, 0, NA
c31, C, 15, 3, 300, NA
c31, C, 16, 1, 100, NA
c31, C, 16, 2, 400, NA
c31, C, 16, 3, 400, NA
c31, C, 17, 1, 200, NA
c31, C, 17, 2, 100, NA
c31, C, 17, 3, 0, NA
c31, C, 18, 1, 600, NA
c31, C, 18, 2, 600, NA
c31, C, 18, 3, 400, NA
c32, C, 0, 1, 0, NA
c32, C, 0, 2, 0, NA
c32, C, 0, 3, 0, NA
c32, C, 1, 1, 0, 0
c32, C, 1, 2, 0, 0
c32, C, 1, 3, 0, 0
c32, C, 2, 1, 0, 0
c32, C, 2, 2, 0, 0
c32, C, 2, 3, 0, 0
c32, C, 3, 1, 0, 10
c32, C, 3, 2, 0, 10
c32, C, 3, 3, 0, 10
c32, C, 4, 1, 0, 10
c32, C, 4, 2, 0, 10
c32, C, 4, 3, 0, 10
c32, C, 5, 1, 0, 10
c32, C, 5, 2, 0, 10
c32, C, 5, 3, 0, 10
c32, C, 6, 1, 200, NA
c32, C, 6, 2, 200, NA
c32, C, 6, 3, 100, NA
c32, C, 7, 1, 0, 10
c32, C, 7, 2, 0, 10
c32, C, 7, 3, 0, 10
c32, C, 8, 1, 0, NA
c32, C, 8, 2, 200, NA
c32, C, 8, 3, 100, NA
c32, C, 9, 1, 0, NA
c32, C, 9, 2, 0, NA
c32, C, 9, 3, 300, NA
c32, C, 10, 1, 200, NA
c32, C, 10, 2, 400, NA
c32, C, 10, 3, 300, NA
c32, C, 11, 1, 2400, NA
c32, C, 11, 2, 2500, NA
c32, C, 11, 3, 2000, NA
c32, C, 12, 1, 2200, NA
c32, C, 12, 2, 3400, NA
c32, C, 12, 3, 3400, NA
c32, C, 13, 1, 3900, NA
c32, C, 13, 2, 3300, NA
c32, C, 13, 3, 2800, NA
c32, C, 15, 1, 82600, NA
c32, C, 15, 2, 79200, NA
c32, C, 15, 3, 92200, NA
c32, C, 16, 1, 10000, NA
c32, C, 16, 2, 20000, NA
c32, C, 16, 3, 10000, NA
c32, C, 17, 1, 43000, NA
c32, C, 17, 2, 51000, NA
c32, C, 17, 3, 50000, NA
c32, C, 18, 1, 115000, NA
c32, C, 18, 2, 94000, NA
c32, C, 18, 3, 94000, NA
c33, C, 0, 1, 0, NA
c33, C, 0, 2, 0, NA
c33, C, 0, 3, 0, NA
c33, C, 1, 1, 0, 0
c33, C, 1, 2, 0, 0
c33, C, 1, 3, 0, 0
c33, C, 2, 1, 0, NA
c33, C, 2, 2, 100, NA
c33, C, 2, 3, 200, NA
c33, C, 3, 1, 400, NA
c33, C, 3, 2, 300, NA
c33, C, 3, 3, 300, NA
c33, C, 4, 1, 600, NA
c33, C, 4, 2, 900, NA
c33, C, 4, 3, 500, NA
c33, C, 5, 1, 100, NA
c33, C, 5, 2, 0, NA
c33, C, 5, 3, 0, NA
c33, C, 6, 1, 300, NA
c33, C, 6, 2, 700, NA
c33, C, 6, 3, 500, NA
c33, C, 7, 1, 300, NA
c33, C, 7, 2, 200, NA
c33, C, 7, 3, 100, NA
c33, C, 8, 1, 900, NA
c33, C, 8, 2, 700, NA
c33, C, 8, 3, 700, NA
c33, C, 9, 1, 300, NA
c33, C, 9, 2, 400, NA
c33, C, 9, 3, 100, NA
c33, C, 10, 1, 300, NA
c33, C, 10, 2, 0, NA
c33, C, 10, 3, 0, NA
c33, C, 11, 1, 200, NA
c33, C, 11, 2, 100, NA
c33, C, 11, 3, 0, NA
c33, C, 12, 1, 3000, NA
c33, C, 12, 2, 3800, NA
c33, C, 12, 3, 2700, NA
c33, C, 13, 1, 1000, NA
c33, C, 13, 2, 600, NA
c33, C, 13, 3, 700, NA
c33, C, 15, 1, 900, NA
c33, C, 15, 2, 200, NA
c33, C, 15, 3, 200, NA
c33, C, 16, 1, 0, NA
c33, C, 16, 2, 400, NA
c33, C, 16, 3, 200, NA
c33, C, 17, 1, 0, 10
c33, C, 17, 2, 0, 10
c33, C, 17, 3, 0, 10
c33, C, 18, 1, 400, NA
c33, C, 18, 2, 400, NA
c33, C, 18, 3, 100, NA
c34, C, 0, 1, 0, NA
c34, C, 0, 2, 0, NA
c34, C, 0, 3, 0, NA
c34, C, 1, 1, 0, 10
c34, C, 1, 2, 0, 10
c34, C, 1, 3, 0, 10
c34, C, 2, 1, 0, NA
c34, C, 2, 2, 100, NA
c34, C, 2, 3, 0, NA
c34, C, 3, 1, 200, NA
c34, C, 3, 2, 0, NA
c34, C, 3, 3, 0, NA
c34, C, 4, 1, 0, 10
c34, C, 4, 2, 0, 10
c34, C, 4, 3, 0, 10
c34, C, 5, 1, 300, NA
c34, C, 5, 2, 200, NA
c34, C, 5, 3, 600, NA
c34, C, 6, 1, 2900, NA
c34, C, 6, 2, 4000, NA
c34, C, 6, 3, 3400, NA
c34, C, 7, 1, 500, NA
c34, C, 7, 2, 600, NA
c34, C, 7, 3, 300, NA
c34, C, 8, 1, 100, NA
c34, C, 8, 2, 100, NA
c34, C, 8, 3, 0, NA
c34, C, 9, 1, 0, NA
c34, C, 9, 2, 0, NA
c34, C, 9, 3, 200, NA
c34, C, 10, 1, 0, NA
c34, C, 10, 2, 100, NA
c34, C, 10, 3, 0, NA
c34, C, 11, 1, 0, NA
c34, C, 11, 2, 100, NA
c34, C, 11, 3, 0, NA
c34, C, 12, 1, 0, 10
c34, C, 12, 2, 0, 10
c34, C, 12, 3, 0, 10
c34, C, 13, 1, 100, NA
c34, C, 13, 2, 0, NA
c34, C, 13, 3, 0, NA
c34, C, 15, 1, 0, NA
c34, C, 15, 2, 0, NA
c34, C, 15, 3, 200, NA
c34, C, 16, 1, 0, 10
c34, C, 16, 2, 0, 10
c34, C, 16, 3, 0, 10
c34, C, 17, 1, 0, 10
c34, C, 17, 2, 0, 10
c34, C, 17, 3, 0, 10
c34, C, 18, 1, 0, 0
c34, C, 18, 2, 0, 0
c34, C, 18, 3, 0, 0
c35, C, 0, 1, 0, NA
c35, C, 0, 2, 0, NA
c35, C, 0, 3, 0, NA
c35, C, 1, 1, 0, 0
c35, C, 1, 2, 0, 0
c35, C, 1, 3, 0, 0
c35, C, 2, 1, 0, 0
c35, C, 2, 2, 0, 0
c35, C, 2, 3, 0, 0
c35, C, 3, 1, 0, 10
c35, C, 3, 2, 0, 10
c35, C, 3, 3, 0, 10
c35, C, 4, 1, 200, NA
c35, C, 4, 2, 0, NA
c35, C, 4, 3, 100, NA
c35, C, 5, 1, 4300, NA
c35, C, 5, 2, 5500, NA
c35, C, 5, 3, 5200, NA
c35, C, 6, 1, 10200, NA
c35, C, 6, 2, 8300, NA
c35, C, 6, 3, 10300, NA
c35, C, 7, 1, 80000, NA
c35, C, 7, 2, 71000, NA
c35, C, 7, 3, 54000, NA
c35, C, 8, 1, 20000, NA
c35, C, 8, 2, 40000, NA
c35, C, 8, 3, 20000, NA
c35, C, 9, 1, 94000, NA
c35, C, 9, 2, 90000, NA
c35, C, 9, 3, 115000, NA
c35, C, 10, 1, 33000, NA
c35, C, 10, 2, 47000, NA
c35, C, 10, 3, 48000, NA
c35, C, 11, 1, 15000, NA
c35, C, 11, 2, 17000, NA
c35, C, 11, 3, 21000, NA
c35, C, 12, 1, 220000, NA
c35, C, 12, 2, 240000, NA
c35, C, 12, 3, 140000, NA
c35, C, 13, 1, 30000, NA
c35, C, 13, 2, 20000, NA
c35, C, 13, 3, 0, NA
c35, C, 15, 1, 56000, NA
c35, C, 15, 2, 61000, NA
c35, C, 15, 3, 41000, NA
c35, C, 16, 1, 9000, NA
c35, C, 16, 2, 6000, NA
c35, C, 16, 3, 24000, NA
c35, C, 17, 1, 1800, NA
c35, C, 17, 2, 1600, NA
c35, C, 17, 3, 1700, NA
c35, C, 18, 1, 4700, NA
c35, C, 18, 2, 3700, NA
c35, C, 18, 3, 5300, NA
EnvC3, C, 0, 1, 0, NA
EnvC3, C, 0, 2, 0, NA
EnvC3, C, 0, 3, 0, NA
EnvC3, C, 1, 1, NA, NA
EnvC3, C, 1, 2, NA, NA
EnvC3, C, 1, 3, NA, NA
EnvC3, C, 2, 1, 870000, NA
EnvC3, C, 2, 2, 700000, NA
EnvC3, C, 2, 3, 790000, NA
EnvC3, C, 3, 1, 780000, NA
EnvC3, C, 3, 2, 980000, NA
EnvC3, C, 3, 3, 910000, NA
EnvC3, C, 4, 1, 900000, NA
EnvC3, C, 4, 2, 840000, NA
EnvC3, C, 4, 3, 790000, NA
EnvC3, C, 5, 1, 700000, NA
EnvC3, C, 5, 2, 840000, NA
EnvC3, C, 5, 3, 930000, NA
EnvC3, C, 6, 1, 770000, NA
EnvC3, C, 6, 2, 800000, NA
EnvC3, C, 6, 3, 1030000, NA
EnvC3, C, 7, 1, 580000, NA
EnvC3, C, 7, 2, 590000, NA
EnvC3, C, 7, 3, 560000, NA
EnvC3, C, 8, 1, 60000, NA
EnvC3, C, 8, 2, 70000, NA
EnvC3, C, 8, 3, 110000, NA
EnvC3, C, 9, 1, 130000, NA
EnvC3, C, 9, 2, 90000, NA
EnvC3, C, 9, 3, 50000, NA
EnvC3, C, 10, 1, 50000, NA
EnvC3, C, 10, 2, 80000, NA
EnvC3, C, 10, 3, 70000, NA
EnvC3, C, 11, 1, 20000, NA
EnvC3, C, 11, 2, 10000, NA
EnvC3, C, 11, 3, 20000, NA
EnvC3, C, 12, 1, 6000, NA
EnvC3, C, 12, 2, 8000, NA
EnvC3, C, 12, 3, 9000, NA
EnvC3, C, 13, 1, 3000, NA
EnvC3, C, 13, 2, 10000, NA
EnvC3, C, 13, 3, 1000, NA
EnvC3, C, 15, 1, 6100, NA
EnvC3, C, 15, 2, 7800, NA
EnvC3, C, 15, 3, 5300, NA
EnvC3, C, 16, 1, 4000, NA
EnvC3, C, 16, 2, 8000, NA
EnvC3, C, 16, 3, 7000, NA
EnvC3, C, 17, 1, 7000, NA
EnvC3, C, 17, 2, 8000, NA
EnvC3, C, 17, 3, 5000, NA
EnvC3, C, 18, 1, 7000, NA
EnvC3, C, 18, 2, 4000, NA
EnvC3, C, 18, 3, 4000, NA
